pipeline_name,check_name,value,threshold,status,run_timestamp
daily_activity_incremental,row_count,5.0,1.0,PASS,2026-05-01T14:56:02.865924+00:00
daily_activity_incremental,null_member_rate,0.0,0.001,PASS,2026-05-01T14:56:02.865924+00:00
daily_activity_incremental,negative_amount_rate,0.0,0.0,PASS,2026-05-01T14:56:02.865924+00:00
daily_activity_incremental,duplicate_rate,0.0,0.0,PASS,2026-05-01T14:56:02.865924+00:00
